name,sector,region,pos_x,pos_y,pos_z
Col 70 Sector NJ-H d10-6,Col 70 Sector,Unknown,252.0625,-569.625,-725.03125
Col 70 Sector NJ-O b36-0,Col 70 Sector,Unknown,278,-364.25,-820.21875
Col 70 Sector NL-J b27-2,Col 70 Sector,Unknown,761.4375,-2.65625,-1024.9375
Col 70 Sector NL-R c19-0,Col 70 Sector,Unknown,258.03125,-382.34375,-783.71875
Col 70 Sector NM-C b29-0,Col 70 Sector,Unknown,395.15625,-362.375,-972.75
Col 70 Sector NM-V d2-0,Col 70 Sector,Unknown,708.5625,-564,-1381
Col 70 Sector NM-V d2-1,Col 70 Sector,Unknown,691.78125,-564.21875,-1382.3125
Col 70 Sector NM-V d2-4,Col 70 Sector,Unknown,668.375,-579.21875,-1337.625
Col 70 Sector NM-V d2-6,Col 70 Sector,Unknown,691.71875,-559.28125,-1327.75
Col 70 Sector NP-B b44-0,Col 70 Sector,Unknown,440.4375,-223.40625,-661.28125
Col 70 Sector NP-C b43-0,Col 70 Sector,Unknown,373.1875,-287.375,-668.625
Col 70 Sector NP-U c17-2,Col 70 Sector,Unknown,447.1875,-446.5,-859.5
Col 70 Sector NQ-Z b44-1,Col 70 Sector,Unknown,330.375,-231.0625,-630.46875
Col 70 Sector NS-A b30-0,Col 70 Sector,Unknown,316.625,-360.625,-964.1875
Col 70 Sector NT-H d10-11,Col 70 Sector,Unknown,499.75,-359.9375,-732.09375
Col 70 Sector NT-P d6-21,Col 70 Sector,Unknown,497.40625,25.4375,-1030.09375
Col 70 Sector NU-C c14-4,Col 70 Sector,Unknown,508.1875,-210.0625,-1019.96875
Col 70 Sector NV-I b12-0,Col 70 Sector,Unknown,915.6875,-302.03125,-1344.25
Col 70 Sector NW-D b28-0,Col 70 Sector,Unknown,397.15625,-401.125,-999.21875
Col 70 Sector NY-I d9-1,Col 70 Sector,Unknown,354.71875,-587.90625,-782.8125
Col 70 Sector NZ-U c17-0,Col 70 Sector,Unknown,611.3125,-358.65625,-833.34375
Col 70 Sector OA-B b44-0,Col 70 Sector,Unknown,337.46875,-278.15625,-651.03125
Col 70 Sector OA-J b40-0,Col 70 Sector,Unknown,346.8125,-179.3125,-730.875
Col 70 Sector OA-K b26-0,Col 70 Sector,Unknown,109.90625,-105.9375,-1033.34375
Col 70 Sector OB-P b9-0,Col 70 Sector,Unknown,856.34375,-199.875,-1401.375
Col 70 Sector OB-P c21-10,Col 70 Sector,Unknown,471.03125,-143.84375,-698.25
Col 70 Sector OB-Q c20-1,Col 70 Sector,Unknown,331.25,-284.21875,-708.71875
Col 70 Sector OB-Q c20-4,Col 70 Sector,Unknown,325.375,-290.59375,-722.71875
Col 70 Sector OB-Y b17-0,Col 70 Sector,Unknown,946.84375,-318.25,-1216.46875
Col 70 Sector OC-K b38-0,Col 70 Sector,Unknown,496.5625,-429.59375,-765.5
Col 70 Sector OC-Y b19-0,Col 70 Sector,Unknown,509.375,71.40625,-1171.5
Col 70 Sector OD-R d5-12,Col 70 Sector,Unknown,578.21875,-143.25,-1098.28125
Col 70 Sector OE-H b27-0,Col 70 Sector,Unknown,819.25,-242.6875,-1024.125
Col 70 Sector OF-T c18-0,Col 70 Sector,Unknown,460.09375,-381.34375,-821.25
Col 70 Sector OF-T c18-3,Col 70 Sector,Unknown,488.125,-360,-810.40625
Col 70 Sector OF-T c18-4,Col 70 Sector,Unknown,491.5,-360.78125,-815.0625
Col 70 Sector OG-A c15-0,Col 70 Sector,Unknown,73.0625,-353.28125,-957.6875
Col 70 Sector OG-Y b32-1,Col 70 Sector,Unknown,178.53125,-60.3125,-901.59375
Col 70 Sector OH-V d2-10,Col 70 Sector,Unknown,598.46875,-610.21875,-1311.28125
Col 70 Sector OH-Y a23-0,Col 70 Sector,Unknown,591.71875,-33.90625,-1352.4375
Col 70 Sector OI-J d9-15,Col 70 Sector,Unknown,762.5625,-468.4375,-763.8125
Col 70 Sector OJ-H d10-10,Col 70 Sector,Unknown,265.34375,-569.03125,-714.125
Col 70 Sector OJ-W b45-0,Col 70 Sector,Unknown,473.03125,-390.125,-622.71875
Col 70 Sector ON-I b39-0,Col 70 Sector,Unknown,473.3125,-416.5625,-751.65625
Col 70 Sector OP-L b38-0,Col 70 Sector,Unknown,295.40625,-273.3125,-772.90625
Col 70 Sector OP-S c19-4,Col 70 Sector,Unknown,781.6875,-108.625,-783.71875
Col 70 Sector OP-S c19-5,Col 70 Sector,Unknown,785.28125,-105.9375,-779.75
Col 70 Sector OP-S c19-9,Col 70 Sector,Unknown,789.71875,-113.15625,-765.75
Col 70 Sector OQ-Q c20-1,Col 70 Sector,Unknown,566.78125,-157.46875,-712.625
Col 70 Sector OR-A a50-0,Col 70 Sector,Unknown,227.78125,-43.46875,-1074.375
Col 70 Sector OR-D b28-0,Col 70 Sector,Unknown,377.8125,-419.8125,-999.90625
Col 70 Sector OS-I b39-0,Col 70 Sector,Unknown,495.375,-402.0625,-760.375
Col 70 Sector OT-H d10-4,Col 70 Sector,Unknown,651.1875,-347.46875,-734.3125
Col 70 Sector OT-Q d5-12,Col 70 Sector,Unknown,262.4375,-275.4375,-1074.3125
Col 70 Sector OV-Z b44-0,Col 70 Sector,Unknown,388.46875,-216.40625,-625.09375
Col 70 Sector OY-L b36-0,Col 70 Sector,Unknown,820.15625,-619.75,-821.125
Col 70 Sector OZ-F d11-1,Col 70 Sector,Unknown,305,-369.875,-629.03125
Col 70 Sector OZ-F d11-11,Col 70 Sector,Unknown,316.5,-345.59375,-630.53125
Col 70 Sector OZ-F d11-2,Col 70 Sector,Unknown,293,-367.6875,-639.75
Col 70 Sector OZ-F d11-6,Col 70 Sector,Unknown,289.9375,-367.78125,-639.5
Col 70 Sector OZ-F d11-7,Col 70 Sector,Unknown,270.3125,-376.375,-654.90625
Col 70 Sector OZ-M b24-0,Col 70 Sector,Unknown,143.65625,-178.875,-1084.0625
Col 70 Sector OZ-M b37-0,Col 70 Sector,Unknown,298.75,-324.78125,-802.8125
Col 70 Sector OZ-V b32-0,Col 70 Sector,Unknown,216.5,-293.15625,-899.03125
Col 70 Sector OZ-V c16-1,Col 70 Sector,Unknown,459.5625,-518.90625,-889.84375
Col 70 Sector PA-K b39-0,Col 70 Sector,Unknown,275.3125,-260.84375,-760.28125
Col 70 Sector PA-T c18-0,Col 70 Sector,Unknown,418.5,-423.8125,-823.0625
Col 70 Sector PA-T c18-1,Col 70 Sector,Unknown,432.59375,-421.84375,-809.78125
Col 70 Sector PA-T c18-2,Col 70 Sector,Unknown,433.1875,-399.5,-799.0625
Col 70 Sector PA-T c18-3,Col 70 Sector,Unknown,420.5,-407.5625,-814.625
Col 70 Sector PA-V b20-0,Col 70 Sector,Unknown,679.90625,-81.1875,-1162.375
Col 70 Sector PB-N c7-8,Col 70 Sector,Unknown,819.3125,-625.6875,-1281.78125
Col 70 Sector PB-Q c20-2,Col 70 Sector,Unknown,353.6875,-273.125,-718.03125
Col 70 Sector PC-J b39-0,Col 70 Sector,Unknown,608.84375,-357.09375,-760.53125
Col 70 Sector PC-P b37-2,Col 70 Sector,Unknown,756.5,-97.78125,-797.5625
Col 70 Sector PC-T b33-0,Col 70 Sector,Unknown,436.0625,-423.0625,-879.59375
Col 70 Sector PC-U d3-6,Col 70 Sector,Unknown,817.34375,-401.5625,-1296.09375
Col 70 Sector PC-U d3-7,Col 70 Sector,Unknown,825.71875,-384.625,-1303.21875
Col 70 Sector PC-W b5-0,Col 70 Sector,Unknown,678.78125,-200.40625,-1483.53125
Col 70 Sector PE-P d6-14,Col 70 Sector,Unknown,208.875,-244.75,-1055.65625
Col 70 Sector PE-V b20-0,Col 70 Sector,Unknown,197.03125,-59.03125,-1163.5625
Col 70 Sector PF-C c14-1,Col 70 Sector,Unknown,338.25,-340.6875,-1019.09375
Col 70 Sector PF-K b39-0,Col 70 Sector,Unknown,316.65625,-241.625,-761.375
Col 70 Sector PG-M b37-0,Col 70 Sector,Unknown,679.78125,-403.375,-786.875
Col 70 Sector PH-B b30-0,Col 70 Sector,Unknown,475.65625,-295.15625,-957.125
Col 70 Sector PH-E b15-0,Col 70 Sector,Unknown,880.625,-224.71875,-1272.78125
Col 70 Sector PH-H a60-0,Col 70 Sector,Unknown,315.375,-43.25,-964.59375
Col 70 Sector PH-V d2-2,Col 70 Sector,Unknown,668.40625,-621.1875,-1379.0625
Col 70 Sector PH-V d2-3,Col 70 Sector,Unknown,658.96875,-638.125,-1377.78125
Col 70 Sector PH-V d2-8,Col 70 Sector,Unknown,658.9375,-594.96875,-1359.125
Col 70 Sector PK-N b11-0,Col 70 Sector,Unknown,600.15625,-4.84375,-1361.6875
Col 70 Sector PN-Y b44-0,Col 70 Sector,Unknown,645.40625,-352.65625,-637.65625
Col 70 Sector PP-E b28-0,Col 70 Sector,Unknown,79.6875,-323.71875,-1004.90625
Col 70 Sector PQ-A b44-0,Col 70 Sector,Unknown,277.09375,-322.875,-663.25
Col 70 Sector PQ-H b41-2,Col 70 Sector,Unknown,358.8125,-138.28125,-720.125
Col 70 Sector PQ-Z c15-5,Col 70 Sector,Unknown,428.09375,-131.5,-933.90625
Col 70 Sector PR-D b28-0,Col 70 Sector,Unknown,399.5,-424.1875,-1001.65625
Col 70 Sector PR-O c21-6,Col 70 Sector,Unknown,350,-215.125,-683.125
Col 70 Sector PR-T c4-1,Col 70 Sector,Unknown,843.0625,-354.28125,-1386.71875
Col 70 Sector PS-J c9-6,Col 70 Sector,Unknown,611.8125,-623.15625,-1212.625
Col 70 Sector PS-Q b35-0,Col 70 Sector,Unknown,531.90625,-302.84375,-827.25
Col 70 Sector PU-M b37-0,Col 70 Sector,Unknown,280.375,-342.875,-802.46875
Col 70 Sector PU-T c18-3,Col 70 Sector,Unknown,759.59375,-231.0625,-793.4375
Col 70 Sector PV-A c15-3,Col 70 Sector,Unknown,345.65625,-246.875,-951.46875
Col 70 Sector PV-R c19-0,Col 70 Sector,Unknown,507.28125,-279.03125,-755.96875
Col 70 Sector PV-Z b44-1,Col 70 Sector,Unknown,399.09375,-224.90625,-639.03125
Col 70 Sector PW-G a74-0,Col 70 Sector,Unknown,495.4375,-42.71875,-812.0625
Col 70 Sector PW-V b31-0,Col 70 Sector,Unknown,451.25,-503.53125,-924.625
Col 70 Sector PX-K b37-0,Col 70 Sector,Unknown,399.3125,-540.03125,-802.375
Col 70 Sector PY-Q d5-16,Col 70 Sector,Unknown,507.0625,-247.53125,-1099.5625
Col 70 Sector PZ-F d11-19,Col 70 Sector,Unknown,341.21875,-347.53125,-607.9375
Col 70 Sector PZ-F d11-9,Col 70 Sector,Unknown,344.25,-410.40625,-613.875
Col 70 Sector PZ-O d6-11,Col 70 Sector,Unknown,72.71875,-313.78125,-1019.5625
Col 70 Sector PZ-O d6-2,Col 70 Sector,Unknown,51.34375,-279,-1031.6875
Col 70 Sector PZ-O d6-3,Col 70 Sector,Unknown,53.4375,-321,-1017.875
Col 70 Sector PZ-O d6-6,Col 70 Sector,Unknown,23.5,-286.96875,-1041.09375
Col 70 Sector PZ-X b18-0,Col 70 Sector,Unknown,733.59375,-127.75,-1189.21875
Col 70 Sector QA-B b44-0,Col 70 Sector,Unknown,375.40625,-281.34375,-663.625
Col 70 Sector QA-B b44-1,Col 70 Sector,Unknown,375.71875,-277.84375,-654.5625
Col 70 Sector QA-L b38-0,Col 70 Sector,Unknown,218.78125,-340.4375,-782.6875
Col 70 Sector QA-T c18-0,Col 70 Sector,Unknown,459.65625,-419.25,-822.21875
Col 70 Sector QA-T c18-1,Col 70 Sector,Unknown,463.15625,-416.0625,-823.1875
Col 70 Sector QC-T b33-0,Col 70 Sector,Unknown,457.1875,-406.9375,-867.84375
Col 70 Sector QD-H b27-0,Col 70 Sector,Unknown,338.0625,-242.34375,-1020.6875
Col 70 Sector QD-R d5-3,Col 70 Sector,Unknown,768.65625,-112.875,-1144.28125
Col 70 Sector QE-L b26-1,Col 70 Sector,Unknown,377.21875,-0.4375,-1039.59375
Col 70 Sector QE-P d6-6,Col 70 Sector,Unknown,310.03125,-227.59375,-1037.5625
Col 70 Sector QF-C c14-0,Col 70 Sector,Unknown,377.625,-342.75,-1021
Col 70 Sector QG-Q c20-4,Col 70 Sector,Unknown,475.34375,-258.15625,-722.15625
Col 70 Sector QG-Y b32-0,Col 70 Sector,Unknown,216.4375,-60.84375,-904.6875
Col 70 Sector QG-Z b44-1,Col 70 Sector,Unknown,314.625,-279.4375,-626.9375
Col 70 Sector QH-U c3-1,Col 70 Sector,Unknown,539.125,-603.4375,-1428.46875
Col 70 Sector QH-W b18-0,Col 70 Sector,Unknown,900.09375,-306.875,-1204.1875
Col 70 Sector QI-J b38-0,Col 70 Sector,Unknown,381.875,-507.8125,-775.40625
Col 70 Sector QJ-G b27-0,Col 70 Sector,Unknown,182.53125,-318.9375,-1009.40625
Col 70 Sector QJ-I a32-0,Col 70 Sector,Unknown,245.8125,-34.21875,-1263.09375
Col 70 Sector QJ-Q e5-17,Col 70 Sector,Unknown,299.4375,-167.25,-671.9375
Col 70 Sector QL-H c12-4,Col 70 Sector,Unknown,375.8125,19.125,-1090.5
Col 70 Sector QL-Z b44-1,Col 70 Sector,Unknown,346.6875,-258.03125,-635.65625
Col 70 Sector QM-D b28-0,Col 70 Sector,Unknown,378,-442.65625,-999.71875
Col 70 Sector QN-R b34-0,Col 70 Sector,Unknown,431.71875,-403.34375,-849.03125
Col 70 Sector QP-E b28-0,Col 70 Sector,Unknown,99.1875,-322,-1001.25
Col 70 Sector QR-K b38-0,Col 70 Sector,Unknown,658.09375,-384.09375,-780.875
Col 70 Sector QR-X b4-0,Col 70 Sector,Unknown,740.3125,-221.125,-1501.4375
Col 70 Sector QS-A b30-0,Col 70 Sector,Unknown,376.40625,-361.09375,-963.46875
Col 70 Sector QU-N d7-32,Col 70 Sector,Unknown,304.15625,-34.375,-935.90625
Col 70 Sector QU-T b34-0,Col 70 Sector,Unknown,375.90625,-162.28125,-863.59375
Col 70 Sector QV-A b44-0,Col 70 Sector,Unknown,339.6875,-303.21875,-663.3125
Col 70 Sector QV-A b44-1,Col 70 Sector,Unknown,339.34375,-304.3125,-661.1875
Col 70 Sector QV-B b43-0,Col 70 Sector,Unknown,258.3125,-383.46875,-684.5
Col 70 Sector QW-J b39-0,Col 70 Sector,Unknown,792.5,-266.5625,-758.84375
Col 70 Sector QY-Q d5-20,Col 70 Sector,Unknown,577.4375,-242.8125,-1072.4375
Col 70 Sector QZ-O a42-0,Col 70 Sector,Unknown,325.0625,-33.15625,-1153.0625
Col 70 Sector RA-K b39-0,Col 70 Sector,Unknown,315.78125,-261.15625,-764.5625
Col 70 Sector RA-W a38-0,Col 70 Sector,Unknown,236.5,-33.96875,-1192.15625
Col 70 Sector RF-C c14-1,Col 70 Sector,Unknown,417.34375,-340.78125,-1017.84375
Col 70 Sector RF-U c17-1,Col 70 Sector,Unknown,426.5,-540.96875,-840.1875
Col 70 Sector RG-A b44-0,Col 70 Sector,Unknown,246.09375,-363.21875,-649.46875
Col 70 Sector RG-H b41-1,Col 70 Sector,Unknown,333.625,-167.90625,-710.9375
Col 70 Sector RG-L a44-0,Col 70 Sector,Unknown,237.65625,-43.03125,-1132.5
Col 70 Sector RH-G b29-1,Col 70 Sector,Unknown,757.40625,43.15625,-974.34375
Col 70 Sector RH-N b10-0,Col 70 Sector,Unknown,839.625,-199.90625,-1380.28125
Col 70 Sector RI-W b20-0,Col 70 Sector,Unknown,493.09375,59.125,-1148.75
Col 70 Sector RJ-G b27-0,Col 70 Sector,Unknown,199.28125,-320.65625,-1021.09375
Col 70 Sector RJ-O b36-0,Col 70 Sector,Unknown,360.625,-364.3125,-822.28125
Col 70 Sector RK-M b37-0,Col 70 Sector,Unknown,243.75,-369.9375,-789.09375
Col 70 Sector RL-A b44-0,Col 70 Sector,Unknown,286.9375,-338,-647.09375
Col 70 Sector RL-I c11-4,Col 70 Sector,Unknown,272.6875,-110.625,-1131.8125
Col 70 Sector RL-S b34-0,Col 70 Sector,Unknown,118.4375,-304.8125,-860.5
Col 70 Sector RM-L c8-0,Col 70 Sector,Unknown,820.1875,-624.90625,-1259.9375
Col 70 Sector RM-W b33-0,Col 70 Sector,Unknown,172.46875,-50.8125,-875.15625
Col 70 Sector RN-H b40-0,Col 70 Sector,Unknown,607.5,-326.90625,-727
Col 70 Sector RN-R b34-0,Col 70 Sector,Unknown,435.125,-399.28125,-863.21875
Col 70 Sector RN-S d4-1,Col 70 Sector,Unknown,827.875,-331.3125,-1212.9375
Col 70 Sector RN-S d4-14,Col 70 Sector,Unknown,854.53125,-316.71875,-1216.84375
Col 70 Sector RN-S d4-5,Col 70 Sector,Unknown,875.3125,-304.53125,-1210.90625
Col 70 Sector RO-Z a36-2,Col 70 Sector,Unknown,315.75,-34.0625,-1213.625
Col 70 Sector RP-E b28-0,Col 70 Sector,Unknown,118.78125,-322,-1002.21875
Col 70 Sector RP-N d7-6,Col 70 Sector,Unknown,235.03125,-161.59375,-980
Col 70 Sector RR-G c12-3,Col 70 Sector,Unknown,118.4375,-115,-1065.0625
Col 70 Sector RR-X b4-0,Col 70 Sector,Unknown,764.03125,-211.8125,-1490.9375
Col 70 Sector RS-J b25-0,Col 70 Sector,Unknown,315.3125,-341.40625,-1059.6875
Col 70 Sector RS-Q c6-2,Col 70 Sector,Unknown,816.625,-231.375,-1343.84375
Col 70 Sector RS-S c4-8,Col 70 Sector,Unknown,497.5625,-577.21875,-1420.25
Col 70 Sector RT-F b41-0,Col 70 Sector,Unknown,520.90625,-344.65625,-723.0625
Col 70 Sector RV-I b40-1,Col 70 Sector,Unknown,371.65625,-200.40625,-741.5625
Col 70 Sector RV-S c18-2,Col 70 Sector,Unknown,453.15625,-429.15625,-823.40625
Col 70 Sector RX-B b29-0,Col 70 Sector,Unknown,357.21875,-420.5625,-981.59375
Col 70 Sector RX-S c4-5,Col 70 Sector,Unknown,595.9375,-524.65625,-1389.78125
Col 70 Sector RX-V b5-0,Col 70 Sector,Unknown,677.3125,-215.625,-1480.875
Col 70 Sector RZ-O d6-1,Col 70 Sector,Unknown,216.09375,-319.90625,-1021.90625
Col 70 Sector RZ-O d6-14,Col 70 Sector,Unknown,240.15625,-327.375,-1036.84375
Col 70 Sector RZ-O d6-5,Col 70 Sector,Unknown,217.8125,-305.75,-991.53125
Col 70 Sector SA-C c14-0,Col 70 Sector,Unknown,406.90625,-374.21875,-988.9375
Col 70 Sector SA-L b38-0,Col 70 Sector,Unknown,266.21875,-330.375,-783.96875
Col 70 Sector SB-Z b44-0,Col 70 Sector,Unknown,312.09375,-299.625,-625.1875
Col 70 Sector SC-B c1-0,Col 70 Sector,Unknown,715.6875,-297.71875,-1550.1875
Col 70 Sector SC-J b39-0,Col 70 Sector,Unknown,655.6875,-362.9375,-760.71875
Col 70 Sector SC-O c21-4,Col 70 Sector,Unknown,228.84375,-340.125,-669.9375
Col 70 Sector SC-S c5-1,Col 70 Sector,Unknown,887.875,-318.25,-1378.59375
Col 70 Sector SD-Z b30-0,Col 70 Sector,Unknown,378.0625,-342.4375,-943.4375
Col 70 Sector SG-H b41-0,Col 70 Sector,Unknown,352.71875,-167.625,-708.3125
Col 70 Sector SG-T b21-1,Col 70 Sector,Unknown,657.5625,-84.90625,-1142
Col 70 Sector SG-Z b44-0,Col 70 Sector,Unknown,340.375,-275.25,-625.46875
Col 70 Sector SI-R b34-0,Col 70 Sector,Unknown,417.375,-421.125,-860
Col 70 Sector SK-D c13-1,Col 70 Sector,Unknown,377.25,-459.90625,-1061.5625
Col 70 Sector SK-L b25-0,Col 70 Sector,Unknown,175.25,-163.5,-1047.84375
Col 70 Sector SK-M d8-10,Col 70 Sector,Unknown,429.15625,92.3125,-904.4375
Col 70 Sector SL-A b44-0,Col 70 Sector,Unknown,296.875,-341.125,-661.65625
Col 70 Sector SL-R c19-0,Col 70 Sector,Unknown,457.78125,-383.0625,-781.625
Col 70 Sector SM-F c13-1,Col 70 Sector,Unknown,218.40625,-21.53125,-1060.125
Col 70 Sector SM-G c12-3,Col 70 Sector,Unknown,72.09375,-146.65625,-1065.75
Col 70 Sector SM-O c21-2,Col 70 Sector,Unknown,401.375,-226.5,-670.90625
Col 70 Sector SM-O c21-5,Col 70 Sector,Unknown,407.71875,-237.34375,-675.84375
Col 70 Sector SN-Q b35-0,Col 70 Sector,Unknown,541.84375,-309.96875,-834.34375
Col 70 Sector SN-R b34-0,Col 70 Sector,Unknown,459.96875,-403.5,-860.875
Col 70 Sector SN-S d4-12,Col 70 Sector,Unknown,965.5625,-316.375,-1220.84375
Col 70 Sector SP-E b28-0,Col 70 Sector,Unknown,138.03125,-319.625,-1003.90625
Col 70 Sector SP-T c18-4,Col 70 Sector,Unknown,785.0625,-273.9375,-790.03125
Col 70 Sector SQ-A b44-0,Col 70 Sector,Unknown,347.53125,-323.5625,-645.09375
Col 70 Sector SS-E b30-1,Col 70 Sector,Unknown,740.96875,56.0625,-945.96875
Col 70 Sector SS-E b30-2,Col 70 Sector,Unknown,752.25,61.34375,-963.875
Col 70 Sector ST-A a50-0,Col 70 Sector,Unknown,792.1875,-41.15625,-1069.875
Col 70 Sector ST-F b41-0,Col 70 Sector,Unknown,542.65625,-338.4375,-722.21875
Col 70 Sector SU-U b33-0,Col 70 Sector,Unknown,336.3125,-243.125,-881.625
Col 70 Sector SV-J b39-0,Col 70 Sector,Unknown,295.65625,-280.75,-762.25
Col 70 Sector SV-K b38-0,Col 70 Sector,Unknown,225.1875,-359.03125,-783.9375
Col 70 Sector SW-Q b35-0,Col 70 Sector,Unknown,98.75,-277.125,-837.5625
Col 70 Sector SZ-O d6-10,Col 70 Sector,Unknown,295.84375,-331,-1027.34375
Col 70 Sector SZ-O d6-13,Col 70 Sector,Unknown,282.375,-288.75,-1058.96875
Col 70 Sector SZ-O d6-2,Col 70 Sector,Unknown,266.875,-334.65625,-1047.28125
Col 70 Sector SZ-O d6-7,Col 70 Sector,Unknown,306.75,-344.09375,-1041.78125
Col 70 Sector SZ-Y b17-0,Col 70 Sector,Unknown,699.75,-224.15625,-1222.375
Col 70 Sector TA-C c14-2,Col 70 Sector,Unknown,424.8125,-383.78125,-998.34375
Col 70 Sector TB-Z b44-0,Col 70 Sector,Unknown,330.1875,-293.125,-632.25
Col 70 Sector TC-O c21-2,Col 70 Sector,Unknown,279.25,-314.1875,-677.9375
Col 70 Sector TD-J b38-0,Col 70 Sector,Unknown,398.78125,-541.53125,-781.75
Col 70 Sector TD-Y c2-2,Col 70 Sector,Unknown,692.75,-171.4375,-1481.375
Col 70 Sector TD-Z b30-0,Col 70 Sector,Unknown,400.75,-343.9375,-943.65625
Col 70 Sector TE-K b37-0,Col 70 Sector,Unknown,840.75,-620.625,-800.5625
Col 70 Sector TE-Q e5-8,Col 70 Sector,Unknown,418.09375,-224.1875,-688.375
Col 70 Sector TE-U b21-0,Col 70 Sector,Unknown,371.4375,34.375,-1142.40625
Col 70 Sector TE-Z a50-0,Col 70 Sector,Unknown,775.9375,-32.0625,-1064.03125
Col 70 Sector TF-L b25-0,Col 70 Sector,Unknown,157.34375,-181.96875,-1059.28125
Col 70 Sector TF-N d7-14,Col 70 Sector,Unknown,37.0625,-290.34375,-956.25
Col 70 Sector TF-T c18-0,Col 70 Sector,Unknown,655.6875,-379.84375,-820.90625
Col 70 Sector TG-A c15-0,Col 70 Sector,Unknown,280.6875,-355.84375,-957.4375
Col 70 Sector TH-L c8-1,Col 70 Sector,Unknown,822.84375,-626.15625,-1244.71875
Col 70 Sector TI-A b30-0,Col 70 Sector,Unknown,358.15625,-403.125,-959.25
Col 70 Sector TI-R b34-0,Col 70 Sector,Unknown,436.375,-422.40625,-864.125
Col 70 Sector TI-R c5-4,Col 70 Sector,Unknown,596.46875,-503.125,-1382.5
Col 70 Sector TJ-F b41-0,Col 70 Sector,Unknown,482.65625,-368.71875,-719.96875
Col 70 Sector TJ-Q d5-4,Col 70 Sector,Unknown,403.65625,-496.375,-1093.03125
Col 70 Sector TJ-Q d5-7,Col 70 Sector,Unknown,412.46875,-491.0625,-1110.0625
Col 70 Sector TJ-Q d5-9,Col 70 Sector,Unknown,389.25,-479.96875,-1074.125
Col 70 Sector TL-A c15-2,Col 70 Sector,Unknown,363.0625,-315.96875,-952.4375
Col 70 Sector TM-O c21-6,Col 70 Sector,Unknown,427.6875,-249.9375,-701.0625
Col 70 Sector TM-W b33-2,Col 70 Sector,Unknown,199.03125,-45.46875,-871.625
Col 70 Sector TN-R b34-0,Col 70 Sector,Unknown,475.6875,-402.84375,-861.75
Col 70 Sector TO-W c3-2,Col 70 Sector,Unknown,592.6875,-108.65625,-1447.125
Col 70 Sector TP-E b28-0,Col 70 Sector,Unknown,156.96875,-323.375,-996.15625
Col 70 Sector TP-X b18-0,Col 70 Sector,Unknown,720.34375,-182.90625,-1203.125
Col 70 Sector TS-H a46-1,Col 70 Sector,Unknown,181.9375,-36.78125,-1107.75
Col 70 Sector TS-J b25-0,Col 70 Sector,Unknown,355.28125,-343.0625,-1060.65625
Col 70 Sector TS-T d3-5,Col 70 Sector,Unknown,851.53125,-546.71875,-1229.125
Col 70 Sector TU-N b23-0,Col 70 Sector,Unknown,130.125,-271.03125,-1087.59375
Col 70 Sector TU-T a53-0,Col 70 Sector,Unknown,140.78125,-34.625,-1028.40625
Col 70 Sector TV-K b38-0,Col 70 Sector,Unknown,237.03125,-358.8125,-771.21875
Col 70 Sector TW-Y b44-0,Col 70 Sector,Unknown,275.75,-319.1875,-642.8125
Col 70 Sector TX-H a46-0,Col 70 Sector,Unknown,195.75,-32.3125,-1112.21875
Col 70 Sector TX-M c22-2,Col 70 Sector,Unknown,366.90625,-200.96875,-629.65625
Col 70 Sector TX-S b33-0,Col 70 Sector,Unknown,487.4375,-442.6875,-869.0625
Col 70 Sector TY-H b26-0,Col 70 Sector,Unknown,280.84375,-331.09375,-1039.6875
Col 70 Sector TY-O b36-0,Col 70 Sector,Unknown,518.53125,-296.96875,-815.5625
Col 70 Sector TY-P b35-0,Col 70 Sector,Unknown,437.5,-380.28125,-841.40625
Col 70 Sector TZ-L c9-4,Col 70 Sector,Unknown,693.625,-130.71875,-1188.0625
Col 70 Sector TZ-O d6-5,Col 70 Sector,Unknown,398,-311.84375,-1006.53125
Col 70 Sector UA-L b25-0,Col 70 Sector,Unknown,137.5,-199.6875,-1060.03125
Col 70 Sector UA-L b38-0,Col 70 Sector,Unknown,302.1875,-333.6875,-782.84375
Col 70 Sector UB-Z b44-0,Col 70 Sector,Unknown,347.21875,-302.65625,-637.03125
Col 70 Sector UC-K b25-0,Col 70 Sector,Unknown,460.46875,-300.96875,-1060.25
Col 70 Sector UC-R b22-1,Col 70 Sector,Unknown,539.03125,-121.5,-1115.59375
Col 70 Sector UC-X c16-1,Col 70 Sector,Unknown,164.96875,-301.625,-904.3125
Col 70 Sector UD-Q b35-0,Col 70 Sector,Unknown,495.84375,-354.46875,-825.4375
Col 70 Sector UF-N d7-12,Col 70 Sector,Unknown,95.96875,-322.6875,-958.3125
Col 70 Sector UF-W b19-0,Col 70 Sector,Unknown,738.75,-140.9375,-1180.03125
Col 70 Sector UG-A b44-0,Col 70 Sector,Unknown,305.90625,-358.9375,-646.03125
Col 70 Sector UG-B b30-0,Col 70 Sector,Unknown,61.3125,-291.5,-958.78125
Col 70 Sector UG-Z b44-0,Col 70 Sector,Unknown,376.65625,-280.4375,-642.1875
Col 70 Sector UH-G c12-0,Col 70 Sector,Unknown,55,-219.0625,-1101.1875
Col 70 Sector UH-O c21-3,Col 70 Sector,Unknown,381.84375,-283.0625,-683.125
Col 70 Sector UH-O c21-4,Col 70 Sector,Unknown,392.90625,-299.40625,-689.65625
