Timestamp,Commander,System,Planet,Aerial Screenshot,Leviathans,Doors,Internal Doors,Device,Link System 1,Link System 2,Link System 3,Notes,Visibility,Blockages,Leviathan Count,,
12/09/2019 22:12:47,ByteSturm,Mel 22 Sector FM-V d2-67,2 A,https://i.imgur.com/6wXnmbR.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, unclear where and how many.",Yes,HIP 16795 https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+FM-V+d2-67&data=hhl+hhh+hll+%3B+lll+llh+lhh%0D%0Ahhl+hhh+lhl+%3B+lll+llh+lhh%0D%0Ahlh+hhh+hhl+%3B+hhl+lll+lhl,"63 G. Capricorni
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+FM-V+d2-67&data=lll+hll+%3B+hhl+lll+lhl%0D%0Alhh+hhh+lll+%3B+lll+llh+lhh%0D%0Ahlh+hll+hlh+lhl+%3B+hhl+lll+lhl+hhh
",,"I drove one eve,
Long hallowed halls,
Saw an alien,
And realized I had no balls.",5,No.,4,,
12/09/2019 22:15:12,ByteSturm,HIP 14969,CD 2 A,https://i.imgur.com/sOfj8m7.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, unclear where and how many.",Yes,Synuefai UZ-M d8-63 https://tool.canonn.tech/linkdecoder/?origin=HIP+14969&data=hlh+hhl+%3B+hhl+lhh+lhh%0D%0Alll+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+hlh+hlh+hhl+%3B+hhl+lll+lhl+hhh,"Col 285 Sector BQ-X c1-10
https://tool.canonn.tech/linkdecoder/?origin=HIP+14969&data=hlh+lhh+lll+%3B+hhl+lll+lhl+hhh%0D%0Alll+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+hlh+hhh+hhl+%3B+hhl+lll+lhl+hhh
","Synuefai RK-Y c17-3
https://tool.canonn.tech/linkdecoder/?origin=HIP+14969&data=hlh+hll+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+%3B+lhl+hhh%0D%0Ahlh+hhl+lll+hll+%3B+hhl+lll+lhl+hhh
","It has cave-ins (update to the way I fill this out, it has a single cave-in by an exterior door.)",4,"Yes, 1 by a(n exterior) door.",4,,
12/09/2019 22:16:55,ByteSturm,Mel 22 Sector NT-Q c5-11,8 A,https://i.imgur.com/QR9FmmX.png,,4,"Yes, unclear where and how many.",Yes,HIP 14756 https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+NT-Q+c5-11&data=hhl+llh+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hll+%3B+hhl+lll+lhl%0D%0Ahll+hll+lll+%3B+hll+hhl+hhh,"Mel 22 Sector FM-V d2-38
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+NT-Q+c5-11&data=hlh+hhl+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahll+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hhh+lhl+hhl+%3B+lll+llh+lhh
","Mel 22 Sector ZM-H b11-3
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+NT-Q+c5-11&data=hhl+hhh+hll+%3B+lll+llh+lhh%0D%0Ahlh+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hhh+lhh+hll+%3B+lll+llh+lhh
","Some miles driven,
Some fuel spent,
THE EMPEROR APPROVES,
AND I SHALL MAKE THE XENOS REPENT!",1,No.,4,,
12/09/2019 22:18:41,ByteSturm,Mel 22 Sector ZM-H b11-3,B 3,https://i.imgur.com/14oDODL.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, unclear where and how many.",Yes,Result: The three spheres do not intersect! https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+ZM-H+b11-3&data=lhl+hhl+%3B+hll+lll+hlh%0D%0Ahlh+lhl+%3B+lll+llh+lhh%0D%0Ahlh+hhl+llh+%3B+hhl+lll+lhl,"Mel 22 Sector FM-V d2-38
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+ZM-H+b11-3&data=hlh+hhl+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hhh+lhl+hhl+%3B+lll+llh+lhh
","Mel 22 Sector NT-Q c5-11
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+ZM-H+b11-3&data=lll+lll+%3B+lll+llh+lhh%0D%0Ahlh+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+hhl+hhl+hhl+%3B+hhl+lll+lhl+hhh
","
Since I started this trip
It's been over a year.
Now checking off my list
Is all I hold dear.",5,No.,5,,
12/09/2019 22:22:58,ByteSturm,Mel 22 Sector FM-V d2-38,A 3 A,https://i.imgur.com/rDY7rrb.png,,4,"Yes, unclear how many and where.",Yes,HIP 24007 https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+FM-V+d2-38&data=hhl+hhh+lll+%3B+lll+llh+lhh%0D%0Ahhl+%3B+lhl%0D%0Ahlh+lll+lll+%3B+hll+hhl+hhh,"Punuri
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+FM-V+d2-38&data=hhl+hll+lhl+%3B+hll+hhl+hhh%0D%0Alll+lhl+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+lhh+hlh+%3B+hhl+lll+lhl
",,"Monotony sets in,
My SRV feels inert.
I scan another chamber
As a Goid egg goes 'splurt'.",1,No.,3,,
12/09/2019 22:24:52,ByteSturm,Pleiades Sector BG-X c1-14,5 D,https://i.imgur.com/FrupOcA.jpg,,4,"Yes, 1 in the tunnels.",Yes,Mel 22 Sector FM-V d2-38 https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+BG-X+c1-14&data=hlh+hhl+hhl+%3B+hhl+lll+lhl+hhh%0D%0Alhl+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hhh+lhl+hhl+%3B+lll+llh+lhh,"Pleiades Sector UZ-X b1-2
https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+BG-X+c1-14&data=hhl+lhl+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+lll+%3B+lll+llh+lhh%0D%0Ahlh+hhh+hlh+hhl+%3B+hhl+lll+lhl+hhh
","Pleiades Sector BG-X c1-10
https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+BG-X+c1-14&data=hhl+lhh+hll+%3B+hhl+lll+lhl+hhh%0D%0Alll+%3B+hll+lll+hlh%0D%0Ahlh+hhh+hll+%3B+hhl+lll+lhl
","Since I started this trip
It's been over a year.
Now checking off my list
Is all I hold dear.",1,It has cave-ins by 1 door and in the tunnels.,4,,
12/09/2019 22:27:19,ByteSturm,Pleiades Sector UZ-X b1-2,A 1 C,https://i.imgur.com/gaCzEFO.jpg,No Leviathans,2,No.,No,,,,"As soon as I deployed my SRV I was hit with a message, 'Unknown system disruption.'  Not sure why, I had parked far enough away from a door.  Nothing else happened.  Perhaps a bug?
",2,,0,,
12/09/2019 22:29:33,ByteSturm,Pleiades Sector BG-X c1-10,14 A,https://i.imgur.com/Q8UYjCg.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 4 around the central chamber.",Yes,Pleiades Sector JM-W d1-52 https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+BG-X+c1-10&data=hll+%3B+llh+hlh%0D%0Ahlh+hhl+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+lll+lhl+lll+%3B+hhl+lll+lhl+hhh,"Jambin
https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+BG-X+c1-10&data=hlh+hhl+hhl+%3B+hll+lll+hlh%0D%0Ahlh+lll+%3B+lhl+hhh%0D%0Ahlh+hll+lll+%3B+hhl+lll+lhl
",,"I've started a race
To get through this place
Before a random Goid
Scatters my ship to the void.",2,No.,3,,
12/09/2019 22:31:20,ByteSturm,Pleiades Sector IX-S b4-1,10 A,https://i.imgur.com/mUTxgl6.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 1 internal door in the tunnels.",Yes,HIP 22382 https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+IX-S+b4-1&data=hhl+lll+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hll+%3B+hll+hhl+hhh%0D%0Alll+llh+hhl+%3B+lll+llh+lhh,"Pleiades Sector DG-X c1-14
https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+IX-S+b4-1&data=hhl+lhh+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+%3B+hll+hhl%0D%0Alll+lhh+lll+%3B+lll+llh+lhh
","HIP 23022
https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+IX-S+b4-1&data=lll+lll+%3B+lll+llh+lhh%0D%0Allh+%3B+hhl+lll+lhl%0D%0Ahll+llh+lll+%3B+hll+lll+hlh
","Void shrouded by darkness,
Nothing survives, nothing remains.
Suddenly LIGHT, COLOR, PIERCING, PARADING!
LAUGHING AT THE DARKNESS!
A single ship, it breaks apart.
Now its twin shines blue.
They're speaking but one's listening.
The twin cries out, yelling, screaming voices.
Silence, persisting, pervading.
The ship sputters closer, grabs its sibling.
Engines roar, a course is plotted,
The ship departs.
Void shrouded by darkness,
Nothing survives, nothing remains.",5,It has a cave-in by 1 exterior door and 1 in the tunnels.,4,,
12/09/2019 22:33:30,ByteSturm,Pleiades Sector DG-X c1-11,A 3A,https://i.imgur.com/PzvDgbU.jpg,Small Reposing Leviathans,2,No.,No,,,,"Since I started this trip
It's been over a year.
Now checking off my list
Is all I hold dear.",4,,1,,
12/09/2019 22:36:46,ByteSturm,Pleiades Sector DG-X c1-14,AB 1 A,https://i.imgur.com/qq2Z2sd.jpg,"Large upright leviathans, Small Reposing Leviathans",4,No.,Yes,HIP 21348 https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+DG-X+c1-14&data=hhl+hll+%3B+hhl+lll+lhl%0D%0Ahlh+hll+%3B+lll+llh+lhh%0D%0Ahhl+llh+llh+%3B+hhl+lll+lhl,"HIP 24934
https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+DG-X+c1-14&data=hlh+lhl+%3B+hhl+lll+lhl%0D%0Ahhl+lhh+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+lhh+lhl+%3B+hhl+lhh+lhh
","HIP 22334
https://tool.canonn.tech/linkdecoder/?origin=Pleiades+Sector+DG-X+c1-14&data=lll+hhl+%3B+lll+llh+lhh%0D%0Alhh+%3B+hhl+lll+lhl%0D%0Ahhl+llh+lhl+lll+%3B+hhl+lll+lhl+hhh
","I've started a race
To get through this place
Before a random Goid
Scatters my ship to the void.",4,It has a cave-in by 1 exterior door and 1 in the tunnels.,4,,
12/09/2019 22:40:33,ByteSturm,HIP 24007,1 B,https://i.imgur.com/Izu7f3D.jpg,"Large upright leviathans, Small Reposing Leviathans",4,No.,Yes,HIP 22382 https://tool.canonn.tech/linkdecoder/?origin=HIP+24007&data=hhl+lll+hhl+%3B+hhl+lll+lhl+hhh%0D%0Allh+hhl+%3B+hhl+lll+lhl+hhh%0D%0Alll+llh+hhl+%3B+lll+llh+lhh,"Result: The three spheres do not intersect!
https://tool.canonn.tech/linkdecoder/?origin=HIP+24007&data=lll+hll+%3B+lll+llh+lhh%0D%0Ahll+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+lll+hlh+%3B+hhl+lll+lhl
","Result: The three spheres do not intersect!
https://tool.canonn.tech/linkdecoder/?origin=HIP+24007&data=hhl+lll+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahll+%3B+hhl+lll+lhl%0D%0Ahhl+lll+hhl+hll+%3B+hhl+lll+lhl+hhh
","Since I started this trip
It's been over a year.
Now checking off my list
Is all I hold dear.",5,It has a cave-in by 1 exterior door and 1 in the tunnels.,4,,
12/09/2019 22:43:17,ByteSturm,Synuefe LD-A c17-1,B 1 C,https://i.imgur.com/qE98ohg.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 1 in the tunnels.",Yes,Col 285 Sector IL-X c1-4 https://tool.canonn.tech/linkdecoder/?origin=Synuefe+LD-A+c17-1&data=hlh+lhh+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hlh+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahll+lhl+lhl+%3B+hll+lll+hlh,"HIP 25274
https://tool.canonn.tech/linkdecoder/?origin=Synuefe+LD-A+c17-1&data=hlh+lhl+hll+%3B+hhl+lll+lhl+hhh%0D%0Alll+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahll+lhl+lll+%3B+hll+lll+hlh
","Synuefe LD-A c17-3
https://tool.canonn.tech/linkdecoder/?origin=Synuefe+LD-A+c17-1&data=lll+hll+%3B+lll+llh+lhh%0D%0Ahll+%3B+lll+llh+lhh%0D%0Ahhl+lll+hlh+%3B+hhl+lll+lhl
","Flitting red eyes
Flit through the night,
Droning 'long
The halls of this site.",5,It has a cave-in by 1 exterior door.,4,,
12/09/2019 22:45:41,ByteSturm,Synuefe LD-A c17-3,AB 2 F,https://i.imgur.com/FTekx2u.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 1 in the tunnels.",Yes,Pleiades Sector IM-V c2-16 https://tool.canonn.tech/linkdecoder/?origin=Synuefe+LD-A+c17-3&data=hhl+lhh+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+lll+%3B+lll+llh+lhh%0D%0Alll+hll+lhl+%3B+lll+llh+lhh,"Result: The three spheres do not intersect!
https://tool.canonn.tech/linkdecoder/?origin=Synuefe+LD-A+c17-3&data=hlh+lhl+%3B+hll+hhl+hhh%0D%0Ahhl+%3B+hll+hhl%0D%0Ahhl+llh+llh+%3B+hhl+lll+lhl
","Synuefe LD-A c17-1
https://tool.canonn.tech/linkdecoder/?origin=Synuefe+LD-A+c17-3&data=hhl+lll+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahll+%3B+lll+llh+lhh%0D%0Ahhl+lll+hhl+hll+%3B+hhl+lll+lhl+hhh
","I've come across
A geological aberration,
The center of which
Hides a bright constellation.",4,It has a cave-in by 1 exterior door and 1 in the tunnels.,4,,
12/09/2019 22:47:17,ByteSturm,HIP 22382,5 E,https://i.imgur.com/7KCpBPQ.jpg,"Large upright leviathans, Small Reposing Leviathans",4,No.,Yes,Col 285 Sector CV-Y d71 https://tool.canonn.tech/linkdecoder/?origin=HIP+22382&data=hhl+hhh+lll+%3B+lll+llh+lhh%0D%0Alhh+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+lll+lll+hhl+%3B+hhl+lll+lhl+hhh,"Col 285 Sector CV-Y d57
https://tool.canonn.tech/linkdecoder/?origin=HIP+22382&data=hhl+lll+hll+%3B+hhl+lll+lhl+hhh%0D%0Alhh+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahll+hhh+lll+%3B+hll+hhl+hhh
","HIP 23022
https://tool.canonn.tech/linkdecoder/?origin=HIP+22382&data=lll+lll+%3B+lll+llh+lhh%0D%0Alll+%3B+hll+lll+hlh%0D%0Ahll+llh+lll+%3B+hll+lll+hlh
","Flying through the dark
The sight before me is stark.
Spires litter the ground
Of the next site I have found.",4,It has a cave-in by 1 exterior door and 1 in the tunnels.,4,,
12/09/2019 22:49:35,ByteSturm,HIP 23022,B 2 A,https://i.imgur.com/rr7VoXw.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 1 in the tunnels.",Yes,Col 285 Sector YO-Z c19 https://tool.canonn.tech/linkdecoder/?origin=HIP+23022&data=hlh+lhl+hhl+%3B+hhl+lll+lhl+hhh%0D%0Alll+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+hhh+hhh+hll+%3B+hhl+lll+lhl+hhh,"Result: The three spheres do not intersect!
https://tool.canonn.tech/linkdecoder/?origin=HIP+23022&data=hhl+lll+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hhl+%3B+lll+llh+lhh%0D%0Ahhl+lll+hhl+hll+%3B+hhl+lll+lhl+hhh
","Synuefe LD-A c17-3
https://tool.canonn.tech/linkdecoder/?origin=HIP+23022&data=lll+hll+%3B+lll+llh+lhh%0D%0Ahlh+%3B+hhl+lll+lhl+%0D%0Ahhl+lll+hlh+%3B+hhl+lll+lhl%0D%0A","I've come across
A geological aberration,
The center of which
Hides a bright constellation.",5,It has a cave-in by 1 exterior door.,4,,
12/09/2019 22:52:24,ByteSturm,Col 285 Sector CV-Y d71,5 D,https://i.imgur.com/NT45nRa.jpg,Small Reposing Leviathans,2,No.,No,,,,"Monotony sets in,
My SRV feels inert.
I scan another chamber
As a Goid egg goes 'splurt'.",4,,2,,
19/11/2019 05:56:01,ByteSturm,Col 285 Sector ZZ-Y d22,2 A,https://i.imgur.com/JRSTYvZ.jpg,Small Reposing Leviathans,2,No.,No,,,,"Some miles driven,
Some fuel spent,
THE EMPEROR APPROVES,
AND I SHALL MAKE THE XENOS REPENT!",5,N/A,2,,
19/11/2019 05:57:38,ByteSturm,Col 285 Sector YO-Z c19,B 2 A,https://i.imgur.com/veSY95f.jpg,Small Reposing Leviathans,2,No.,No,,,,"I drove one eve,
Long hallowed halls,
Saw an alien,
And realized I had no balls.",5,N/A,2,,
19/11/2019 05:59:17,ByteSturm,HIP 24934,A 3 A,https://i.imgur.com/HTY1RkZ.jpg,Small Reposing Leviathans,2,No.,No,,,,"Another site down,
Another off the list.
Scores more to go,
I'm starting to feel pissed.",5,N/A,1,,
20/11/2019 00:41:39,ByteSturm,Wregoe RA-W c15-18,A 1 A,https://i.imgur.com/1AGieD5.jpg,"Large upright leviathans, Small Reposing Leviathans",4,No.,Yes,HIP 16217 https://tool.canonn.tech/linkdecoder/?origin=Wregoe+RA-W+c15-18&data=lll+%3B+hll+hhl+hhh%0D%0Alhh+lll+%3B+hll+hhl+hhh%0D%0Ahlh+hhh+hhh+lll+%3B+hhl+lll+lhl+hhh,"HIP 16217
https://tool.canonn.tech/linkdecoder/?origin=Wregoe+RA-W+c15-18&data=lll+%3B+hll+hhl+hhh%0D%0Alhh+lll+%3B+hll+hhl+hhh%0D%0Ahlh+hhh+hhh+lll+%3B+hhl+lll+lhl+hhh
",,"Hippity hoppity,
The aliens wants me off their property.",5,Yes. It has a cave-in by 1 exterior door and 1 in the tunnels.,4,,
20/11/2019 00:43:05,ByteSturm,HIP 23269,A 1 C,https://i.imgur.com/DVKWTwZ.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 1 in the tunnels.",Yes,Wregoe RA-W c15-18 https://tool.canonn.tech/linkdecoder/?origin=HIP+23269&data=lhl+hll+%3B+hll+lll+hlh%0D%0Ahll+%3B+llh+hlh%0D%0Ahhl+lll+hhl+hll+%3B+hhl+lll+lhl+hhh,"Wredguia VX-L d7-80
https://tool.canonn.tech/linkdecoder/?origin=HIP+23269&data=hlh+lhh+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahll+hll+%3B+lll+llh+lhh%0D%0Ahlh+hhh+hll+lhl+%3B+hhl+lll+lhl+hhh
","Taurus Dark Region DB-X d1-26
https://tool.canonn.tech/linkdecoder/?origin=HIP+23269&data=lhh+%3B+hll+hhl%0D%0Alll+%3B+lll+llh+lhh%0D%0Ahhl+lll+llh+lhl+%3B+hhl+lll+lhl+hhh
","Some miles driven,
Some fuel spent,
THE EMPEROR APPROVES,
AND I SHALL MAKE THE XENOS REPENT!",2,Yes. It has a cave-in by 1 exterior door.,4,,
20/11/2019 00:46:54,ByteSturm,Taurus Dark Region DB-X d1-26,6 E A,https://i.imgur.com/jpAcRbv.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 1 in the tunnels.",Yes,Wregoe RA-W c15-18 https://tool.canonn.tech/linkdecoder/?origin=Taurus+Dark+Region+DB-X+d1-26&data=lhl+hll+%3B+hll+lll+hlh%0D%0Alll+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+lll+hhl+hll+%3B+hhl+lll+lhl+hhh,"Wredguia VX-L d7-80
https://tool.canonn.tech/linkdecoder/?origin=Taurus+Dark+Region+DB-X+d1-26&data=hlh+lhh+hll+%3B+hhl+lll+lhl+hhh%0D%0Alhl+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+hhh+hll+lhl+%3B+hhl+lll+lhl+hhh
","Result: The three spheres do not intersect!
https://tool.canonn.tech/linkdecoder/?origin=Taurus+Dark+Region+DB-X+d1-26&data=hlh+hlh+lll+%3B+hhl+lll+lhl+hhh%0D%0Alll+%3B+lll+llh+lhh%0D%0Ahhl+lll+lhl+hhl+%3B+hhl+lll+lhl+hhh
","Flitting red eyes
Flit through the night,
Droning 'long
The halls of this site.",3,Yes. It has a cave-in by 1 exterior door and 1 in the tunnels.,4,,
20/11/2019 00:54:31,ByteSturm,Wredguia VX-L d7-80,5 F,https://i.imgur.com/VrFuqUN.jpg,"Large upright leviathans, Small Reposing Leviathans",4,No.,Yes,Col 285 Sector ZZ-Y d22 https://tool.canonn.tech/linkdecoder/?origin=Wredguia+VX-L+d7-80&data=hlh+hhl+%3B+hhl+lhh+lhh%0D%0Ahhl+hll+%3B+hll+hhl+hhh%0D%0Ahlh+hhh+hll+lhl+%3B+hhl+lll+lhl+hhh,"HIP 23269
https://tool.canonn.tech/linkdecoder/?origin=Wredguia+VX-L+d7-80&data=hlh+hlh+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahll+hll+%3B+lll+llh+lhh%0D%0Ahhl+lll+lhl+hhl+%3B+hhl+lll+lhl+hhh
","Taurus Dark Region DB-X d1-26
https://tool.canonn.tech/linkdecoder/?origin=Wredguia+VX-L+d7-80&data=lhh+%3B+hll+hhl%0D%0Alhl+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+lll+llh+lhl+%3B+hhl+lll+lhl+hhh
","Flying through the dark
The sight before me is stark.
Spires litter the ground
Of the next site I have found.",3,It has a cave-in by 1 exterior door and 1 in the tunnels.,4,,
20/11/2019 00:58:19,ByteSturm,Wredguia UB-W c15-0,1 A,https://i.imgur.com/dcyjwr9.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 4 around the central chamber.",Yes,Wredguia VX-L d7-80 https://tool.canonn.tech/linkdecoder/?origin=Wredguia+UB-W+c15-0&data=hlh+lhh+hll+%3B+hhl+lll+lhl+hhh%0D%0Alll+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+hhh+hll+lhl+%3B+hhl+lll+lhl+hhh,"Pleiades Sector BG-X c1-14
https://tool.canonn.tech/linkdecoder/?origin=Wredguia+UB-W+c15-0&data=hll+lhl+%3B+hll+lll+hlh%0D%0Alll+%3B+hhl+lll+lhl%0D%0Ahlh+hhh+lhl+hll+%3B+hhl+lll+lhl+hhh
","Mel 22 Sector IS-S c4-6
https://tool.canonn.tech/linkdecoder/?origin=Wredguia+UB-W+c15-0&data=hhl+hlh+hll+%3B+lll+llh+lhh%0D%0Ahhl+hhl+%3B+hll+lll+hlh%0D%0Ahlh+hhh+lhl+lhl+%3B+hhl+lll+lhl+hhh
","My engine's humming,
My heartbeat's thrumming,
The LZ's not clear,
The Goids draw near!",2,No.,6,,
20/11/2019 00:59:19,ByteSturm,HIP 19026,B 1 C,https://i.imgur.com/rtdlg3r.jpg,No Leviathans,2,N/A,No,,,,"I drove one eve,
Long hallowed halls,
Saw an alien,
And realized I had no balls.",4,N/A,0,,
20/11/2019 01:01:08,ByteSturm,Mel 22 Sector IS-S c4-6,ABC 2 B,https://i.imgur.com/SvWsif3.jpg,Large upright leviathans,4,"Yes, 4 around the central chamber.",Yes,Etain https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+IS-S+c4-6&data=llh+lhh+lhl+%3B+hhl+lll+lhl+hhh%0D%0Alll+hlh+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+hlh+hll+%3B+hhl+lll+lhl,"Oraon
https://tool.canonn.tech/linkdecoder/?origin=Mel+22+Sector+IS-S+c4-6&data=hll+lhl+hhl+%3B+lll+llh+lhh%0D%0Ahll+llh+lll+%3B+lll+llh+lhh%0D%0Ahll+lhl+hhl+%3B+hll+hhl+hhh
",,"My engine's humming,
My heartbeat's thrumming,
The LZ's not clear,
The Goids draw near!",2,No.,3,,
20/11/2019 01:02:11,ByteSturm,HIP 22375,3 A,https://i.imgur.com/qZV2CwO.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 4 around the central chamber.",Yes,Opet https://tool.canonn.tech/linkdecoder/?origin=HIP+22375&data=lhh+lll+%3B+hhl+lhh+lhh%0D%0Alll+llh+%3B+hhl+lll+lhl%0D%0Allh+lhl+%3B+llh+hlh,"Iota Pictoris A
https://tool.canonn.tech/linkdecoder/?origin=HIP+22375&data=llh+lhl+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+hhh+hll+hhl+%3B+hhl+lll+lhl+hhh%0D%0Ahhl+lhl+lhl+%3B+hhl+lhh+lhh
",,"Another site down,
Another off the list.
Scores more to go,
I'm starting to feel pissed.",5,No.,4,,
20/11/2019 01:03:25,ByteSturm,HIP 21373,2 F,https://i.imgur.com/jCpitT3.jpg,"Large upright leviathans, Small Reposing Leviathans",4,No.,Yes,HIP 16217 https://tool.canonn.tech/linkdecoder/?origin=HIP+21373&data=lll+%3B+hll+hhl+hhh%0D%0Ahlh+lhh+lll+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+hhh+hhh+lll+%3B+hhl+lll+lhl+hhh,"Valkups
https://tool.canonn.tech/linkdecoder/?origin=HIP+21373&data=lhl+hll+lll+%3B+hhl+lll+lhl+hhh%0D%0Allh+lll+hll+%3B+hhl+lll+lhl+hhh%0D%0Ahlh+hhl+hhh+hll+%3B+hhl+lll+lhl+hhh
",,"I drove one eve,
Long hallowed halls,
Saw an alien,
And realized I had no balls.",3,Yes. It has 1 cave-in by an exterior door and 1 in the tunnels.,4,,
20/11/2019 01:05:30,ByteSturm,HIP 20989,3 C,https://i.imgur.com/jCpitT3.jpg,"Large upright leviathans, Small Reposing Leviathans",4,"Yes, 1 in the tunnels.",Yes,Taurus Dark Region BQ-Y c12 https://tool.canonn.tech/linkdecoder/?origin=HIP+20989&data=lhl+hhl+%3B+hll+lll+hlh%0D%0Alhh+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahll+hhh+lhl+%3B+hll+hhl+hhh,"Taurus Dark Region DL-Y d54
https://tool.canonn.tech/linkdecoder/?origin=HIP+20989&data=hlh+hhh+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahll+lhl+%3B+hhl+lll+lhl+hhh%0D%0Ahll+llh+hll+%3B+hll+lll+hlh
","HIP 21373
https://tool.canonn.tech/linkdecoder/?origin=HIP+20989&data=hlh+hll+%3B+hhl+lll+lhl%0D%0Ahhl+hhl+%3B+lll+llh+lhh%0D%0Ahhl+lll+hhl+hhl+%3B+hhl+lll+lhl+hhh
","Also saw an NPC Eagle parked near the site.  Nothing special, just a planetary NPC spawn.  But hey, it was something.",3,Yes. It has a cave-in by 1 exterior door.,4,,
