System,USSType,x,y,z,Check
Mel 22 Sector QK-E b12-0,$USS_Type_NonHuman;,-199.625,-229.3125,-354.21875,pass
Mel 22 Sector QK-E b12-0,$USS_Type_NonHuman;,-199.625,-229.313,-354.219,pass
Mel 22 Sector QY-R c4-1,$USS_Type_NonHuman;,-128.625,-207.063,-421.875,pass
Mel 22 Sector RD-T d3-38,$USS_Type_NonHuman;,-48.25,-281.3125,-335.53125,pass
Mel 22 Sector RT-R c4-3,$USS_Type_NonHuman;,-159.063,-250.594,-389.75,pass
Mel 22 Sector RV-C b13-2,$USS_Type_NonHuman;,-207.094,-217.75,-326.906,pass
Mel 22 Sector SE-Q c5-4,$USS_Type_NonHuman;,-194.313,-191.594,-365.406,pass
Mel 22 Sector TE-F b12-2,$USS_Type_NonHuman;,18.34375,-156.5,-363.71875,pass
Mel 22 Sector TU-F b11-1,$USS_Type_NonHuman;,-129.6875,-270.375,-367.6875,pass
Mel 22 Sector TU-F b11-1,$USS_Type_Salvage;,-129.6875,-270.375,-367.6875,pass
Mel 22 Sector UL-J b10-1,$USS_Type_NonHuman;,-152.375,-65.844,-394.063,pass
Mel 22 Sector UO-H b10-1,$USS_Type_DistressSignal;,-37.71875,-276.125,-390.03125,pass
Mel 22 Sector UO-Q c5-12,$USS_Type_NonHuman;,23.125,-141.71875,-381.0625,pass
Mel 22 Sector UO-Q c5-12,$USS_Type_NonHuman;,23.125,-141.719,-381.063,pass
Mel 22 Sector VZ-F b11-0,$USS_Type_NonHuman;,-55.906,-247.031,-381.656,pass
Mel 22 Sector VZ-F b11-1,$USS_Type_NonHuman;,-49.125,-260.656,-371.531,pass
Mel 22 Sector VZ-F b11-1,$USS_Type_Salvage;,-49.125,-260.656,-371.531,pass
Mel 22 Sector WJ-Q c5-6,$USS_Type_NonHuman;,27.094,-162.625,-384.219,pass
Mel 22 Sector WK-O c6-7,$USS_Type_NonHuman;,-204.969,-208.781,-339.875,pass
Mel 22 Sector WP-F b11-1,$USS_Type_NonHuman;,-105.25,-291.53125,-372.5,pass
Mel 22 Sector XA-E b12-1,$USS_Type_NonHuman;,-128.9375,-281.5625,-350.03125,pass
Mel 22 Sector XK-N b7-2,$USS_Type_NonHuman;,-129.188,-207.875,-458.5,pass
Mel 22 Sector XP-F b11-1,$USS_Type_NonHuman;,-88.03125,-290.4375,-372.375,pass
Mel 22 Sector XU-F b11-0,$USS_Type_NonHuman;,-51.53125,-269.75,-384.65625,pass
Mel 22 Sector XZ-P c5-7,$USS_Type_NonHuman;,-67.188,-254.938,-372.844,pass
Mel 22 Sector YP-F b11-1,$USS_Type_NonHuman;,-65.40625,-287.15625,-378.96875,pass
Mel 22 Sector YZ-P c5-4,$USS_Type_NonHuman;,-62.59375,-256.875,-374.9375,pass
Mel 22 Sector ZA-E b12-0,$USS_Type_NonHuman;,-104.281,-281.313,-363.719,pass
Mel 22 Sector ZA-E b12-1,$USS_Type_NonHuman;,-99.313,-283.719,-364.281,pass
Mel 22 Sector ZU-P c5-3,$USS_Type_Salvage;,-102.03125,-293.1875,-377.09375,pass
Mel 22 Sector ZU-Y d12,$USS_Type_Salvage;,-176.84375,-172.46875,-525.875,pass
Mel 22 Sector ZU-Y d40,$USS_Type_Salvage;,-196.75,-144.28125,-568.71875,pass
Menusha,$USS_Type_Salvage;,127.531,-106.281,61.781,pass
Merope,$USS_Type_Aftermath;,-78.594,-149.625,-340.531,pass
Merope,$USS_Type_Convoy;,-78.59375,-149.625,-340.53125,pass
Merope,$USS_Type_Convoy;,-78.594,-149.625,-340.531,pass
Merope,$USS_Type_DistressSignal;,-78.59375,-149.625,-340.53125,pass
Merope,$USS_Type_DistressSignal;,-78.594,-149.625,-340.531,pass
Merope,$USS_Type_MissionTarget;,-78.59375,-149.625,-340.53125,pass
Merope,$USS_Type_MissionTarget;,-78.594,-149.625,-340.531,pass
MEROPE,$USS_Type_NonHuman;,-78.59375,-149.625,-340.53125,pass
Merope,$USS_Type_NonHuman;,-78.59375,-149.625,-340.53125,pass
Merope,$USS_Type_NonHuman;,-78.594,-149.625,-340.531,pass
Merope,$USS_Type_Salvage;,-78.59375,-149.625,-340.53125,pass
Merope,$USS_Type_Salvage;,-78.594,-149.625,-340.531,pass
Merope,$USS_Type_ValuableSalvage;,-78.59375,-149.625,-340.53125,pass
Merope,$USS_Type_ValuableSalvage;,-78.594,-149.625,-340.531,pass
Merope,$USS_Type_VeryValuableSalvage;,-78.59375,-149.625,-340.53125,pass
Merope,$USS_Type_VeryValuableSalvage;,-78.594,-149.625,-340.531,pass
Merope,$USS_Type_WeaponsFire;,-78.59375,-149.625,-340.53125,pass
Merope,$USS_Type_WeaponsFire;,-78.594,-149.625,-340.531,pass
MET 20,$USS_Type_ValuableSalvage;,-34.40625,-55.5,-89.75,pass
Metzili,$USS_Type_Salvage;,-7.656,-46.813,-56.656,pass
Mexicatese,$USS_Type_ValuableSalvage;,55.469,41.844,-38.188,pass
Midgcut,$USS_Type_MissionTarget;,-14.625,10.344,13.156,pass
Mildeptu,$USS_Type_MissionTarget;,14.125,1.313,-3.281,pass
Misk,$USS_Type_ValuableSalvage;,77.4375,-93.5625,-8.1875,pass
Mislika,$USS_Type_MissionTarget;,-99.063,-3.406,3.125,pass
Mizar,$USS_Type_Salvage;,-36.25,72.813,-15.469,pass
Momoirent,$USS_Type_Aftermath;,58.0625,13.53125,0.90625,pass
Momoirent,$USS_Type_Aftermath;,58.063,13.531,0.906,pass
Momoirent,$USS_Type_DistressSignal;,58.063,13.531,0.906,pass
Momoirent,$USS_Type_VeryValuableSalvage;,58.063,13.531,0.906,pass
Momoirent,$USS_Type_WeaponsFire;,58.063,13.531,0.906,pass
Monosus,$USS_Type_DistressSignal;,138.063,-22.969,-2.531,pass
Morotrimpe,$USS_Type_Aftermath;,-33.5625,88.53125,78.96875,pass
Morowari,$USS_Type_Aftermath;,-47.563,-75,-173.188,pass
Mu Horologii,$USS_Type_ValuableSalvage;,89.625,-109,11.063,pass
Mu Horologii,$USS_Type_WeaponsFire;,89.625,-109,11.063,pass
Mu Nialfi,$USS_Type_ValuableSalvage;,32.8125,-215.21875,-43.34375,pass
Mu-1 Cygni,$USS_Type_MissionTarget;,-67.969,-23.031,10.594,pass
Muang,$USS_Type_Aftermath;,17.031,-172.781,-3.469,pass
Muang,$USS_Type_Aftermath;,17.03125,-172.78125,-3.46875,pass
Muang,$USS_Type_ValuableSalvage;,17.031,-172.781,-3.469,pass
Muang,$USS_Type_VeryValuableSalvage;,17.031,-172.781,-3.469,pass
Muang,$USS_Type_WeaponsFire;,17.03125,-172.78125,-3.46875,pass
Mudhrid,$USS_Type_Salvage;,42.8125,-89.75,-41.25,pass
Mudrama Kaze,$USS_Type_Aftermath;,97.9375,-110.5625,-54.1875,pass
Mudrama Kaze,$USS_Type_Salvage;,97.9375,-110.5625,-54.1875,pass
Mudrama Kaze,$USS_Type_ValuableSalvage;,97.9375,-110.5625,-54.1875,pass
Mudrama Kaze,$USS_Type_VeryValuableSalvage;,97.9375,-110.5625,-54.1875,pass
Mudrama Kaze,$USS_Type_WeaponsFire;,97.9375,-110.5625,-54.1875,pass
Mudusitoq,$USS_Type_Salvage;,-47.719,-84.063,-90.531,pass
Mukusubii,$USS_Type_Salvage;,-147.46875,-64.125,46.09375,pass
Mula Wendes,$USS_Type_WeaponsFire;,15.719,-164.5,86.344,pass
Murus,$USS_Type_Salvage;,93.438,-103.406,5.938,pass
Naiad,$USS_Type_DistressSignal;,-36.9375,13.375,25.78125,pass
Namte,$USS_Type_Convoy;,75.03125,1.5,-25.40625,pass
Nandigamara,$USS_Type_Salvage;,111.469,-113.875,22.313,pass
Nangutsu,$USS_Type_ValuableSalvage;,-27.719,0.438,92.188,pass
Nangutsu,$USS_Type_VeryValuableSalvage;,-27.719,0.438,92.188,pass
Nangutsu,$USS_Type_WeaponsFire;,-27.719,0.438,92.188,pass
Nankul,$USS_Type_MissionTarget;,-72.21875,-55.71875,17.96875,pass
Nankul,$USS_Type_Salvage;,-72.21875,-55.71875,17.96875,pass
Nanter,$USS_Type_MissionTarget;,-66.906,-29.219,9.5,pass
Naso Kichi,$USS_Type_Salvage;,-5.21875,-107.96875,103.125,pass
Nauni,$USS_Type_Aftermath;,-33.5,-70.188,-162.188,pass
Nauni,$USS_Type_NonHuman;,-33.5,-70.1875,-162.1875,pass
Nauni,$USS_Type_ValuableSalvage;,-33.5,-70.188,-162.188,pass
Nauni,$USS_Type_VeryValuableSalvage;,-33.5,-70.188,-162.188,pass
Nauni,$USS_Type_WeaponsFire;,-33.5,-70.1875,-162.1875,pass
Neche,$USS_Type_Aftermath;,63.6875,12.90625,-13.09375,pass
Neche,$USS_Type_DistressSignal;,63.6875,12.90625,-13.09375,pass
Neche,$USS_Type_WeaponsFire;,63.6875,12.90625,-13.09375,pass
Ned Erh,$USS_Type_Salvage;,6.344,-111.656,0.438,pass
Negrito,$USS_Type_Aftermath;,78.406,-82.594,10.906,pass
Negrito,$USS_Type_Salvage;,78.406,-82.594,10.906,pass
Neits,$USS_Type_MissionTarget;,9.84375,-68.28125,-9.875,pass
Nemehi,$USS_Type_Aftermath;,19.406,-9.969,39.469,pass
Nemehi,$USS_Type_ValuableSalvage;,19.406,-9.969,39.469,pass
Nemehi,$USS_Type_ValuableSalvage;,19.40625,-9.96875,39.46875,pass
Nemehi,$USS_Type_VeryValuableSalvage;,19.406,-9.969,39.469,pass
Nemehi,$USS_Type_VeryValuableSalvage;,19.40625,-9.96875,39.46875,pass
Nemgla,$USS_Type_Salvage;,119.65625,-96.5,-12.15625,pass
New Yembo,$USS_Type_VeryValuableSalvage;,-334.625,-4.469,73.5,pass
Ngadjal,$USS_Type_Salvage;,67.75,-109.75,51.59375,pass
Ngadjal,$USS_Type_ValuableSalvage;,67.75,-109.75,51.59375,pass
Ngalia,$USS_Type_TradingBeacon;,-74.625,-35.031,-165.969,pass
Ngalia,$USS_Type_WeaponsFire;,-74.625,-35.03125,-165.96875,pass
Ngalinn,$USS_Type_Convoy;,8.625,-219.844,-60.844,pass
Ngalinn,$USS_Type_DistressSignal;,8.625,-219.844,-60.844,pass
Ngalinn,$USS_Type_Salvage;,8.625,-219.844,-60.844,pass
Ngalinn,$USS_Type_WeaponsFire;,8.625,-219.844,-60.844,pass
Ngardamayo,$USS_Type_MissionTarget;,39.53125,28.53125,-36.21875,pass
Ngardamayo,$USS_Type_WeaponsFire;,39.53125,28.53125,-36.21875,pass
NGC 1333 Sector FB-X c1-4,$USS_Type_Salvage;,-382.15625,-383.4375,-958.28125,pass
NGC 1514 Sector EW-W d1-19,$USS_Type_Salvage;,-257.594,-177.469,-778.719,pass
NGC 1514 Sector RU-O b6-0,$USS_Type_ValuableSalvage;,-284.313,-201.281,-784.438,pass
NGC 1999 Sector KS-T c3-2,$USS_Type_Salvage;,508.3125,-330.53125,-897.71875,pass
NGC 2451A Sector YP-O b6-9,$USS_Type_Salvage;,767.031,-100.844,-216.719,pass
Ngobokopedu,$USS_Type_ValuableSalvage;,-43.0625,84.65625,-84.9375,pass
Ninmah,$USS_Type_WeaponsFire;,-3.625,1.96875,-67.84375,pass
Nithungambo,$USS_Type_Salvage;,95.375,-83.406,56.188,pass
Njikas,$USS_Type_Convoy;,-139.5,-69.96875,65.375,pass
Njikas,$USS_Type_Salvage;,-139.5,-69.96875,65.375,pass
Njiri,$USS_Type_Convoy;,-89.656,-0.188,2.5,pass
Njiri,$USS_Type_TradingBeacon;,-89.656,-0.188,2.5,pass
Njiri,$USS_Type_WeaponsFire;,-89.656,-0.188,2.5,pass
NLTT 55164,$USS_Type_Aftermath;,-13.375,-21.656,6.594,pass
Nu,$USS_Type_ValuableSalvage;,71.375,-114.5,15.094,pass
Nu,$USS_Type_VeryValuableSalvage;,71.375,-114.5,15.094,pass
Nu Tauri,$USS_Type_Aftermath;,8.65625,-62.78125,-98.3125,pass
Nu Tauri,$USS_Type_Convoy;,8.65625,-62.78125,-98.3125,pass
Nu Tauri,$USS_Type_DistressSignal;,8.656,-62.781,-98.313,pass
Nu Tauri,$USS_Type_Salvage;,8.65625,-62.78125,-98.3125,pass
Nu Tauri,$USS_Type_ValuableSalvage;,8.656,-62.781,-98.313,pass
Nu Tauri,$USS_Type_ValuableSalvage;,8.65625,-62.78125,-98.3125,pass
Nuen,$USS_Type_Salvage;,-141.25,-59.53125,65.625,pass
Nuen,$USS_Type_WeaponsFire;,-141.25,-59.53125,65.625,pass
Nuenets,$USS_Type_MissionTarget;,48,17.65625,28.3125,pass
Nuenets,$USS_Type_VeryValuableSalvage;,48,17.65625,28.3125,pass
Nurundere,$USS_Type_WeaponsFire;,-86.34375,5.71875,-82.96875,pass
Nyeajaae UZ-P d5-21,$USS_Type_Salvage;,-3742.344,-1048.969,7145.031,pass
Nyoru,$USS_Type_Convoy;,8.59375,-63.9375,80.6875,pass
Nysa,$USS_Type_Salvage;,88.96875,-114.5,-6.71875,pass
Nysa,$USS_Type_VeryValuableSalvage;,88.96875,-114.5,-6.71875,pass
Nysa,$USS_Type_WeaponsFire;,88.96875,-114.5,-6.71875,pass
Nzambassee,$USS_Type_Salvage;,-1.03125,33.0625,-19.96875,pass
Nzambassee,$USS_Type_ValuableSalvage;,-1.03125,33.0625,-19.96875,pass
Nzambassee,$USS_Type_VeryValuableSalvage;,-1.03125,33.0625,-19.96875,pass
Obotrimi,$USS_Type_MissionTarget;,-66.75,-58.875,28.40625,pass
Obotrimi,$USS_Type_Salvage;,-66.75,-58.875,28.40625,pass
Oduduro,$USS_Type_ValuableSalvage;,-7.906,-23.375,-31.625,pass
Oduduro,$USS_Type_VeryValuableSalvage;,-7.906,-23.375,-31.625,pass
Okinura,$USS_Type_Aftermath;,11.875,0.375,-30.25,pass
Olcae,$USS_Type_Salvage;,107.594,-73.563,-20.344,pass
Oluf,$USS_Type_VeryValuableSalvage;,26.656,-72.938,50.188,pass
Omega Andromedae,$USS_Type_ValuableSalvage;,-68.469,-26.781,-57.594,pass
Omicron-2 Eridani,$USS_Type_Salvage;,4.59375,-9.90625,-12.0625,pass
Omicron-2 Eridani,$USS_Type_ValuableSalvage;,4.59375,-9.90625,-12.0625,pass
Omicron-2 Eridani,$USS_Type_WeaponsFire;,4.59375,-9.90625,-12.0625,pass
Onati,$USS_Type_Salvage;,-34.844,-96.438,68.875,pass
Oochorrs VX-S c20-2,$USS_Type_Salvage;,719.813,-77.375,-1457.844,pass
Oochost JY-F d12-17,$USS_Type_Salvage;,-243.34375,-64.8125,-1229.625,pass
Oochost KG-K b55-0,$USS_Type_Salvage;,-584.563,-222.5,-1164.969,pass
Oochoxt ZD-R c21-0,$USS_Type_Salvage;,2003.188,-76.688,-1411.063,pass
Opala,$USS_Type_Aftermath;,-25.5,35.25,9.281,pass
Opala,$USS_Type_ValuableSalvage;,-25.5,35.25,9.281,pass
Opala,$USS_Type_VeryValuableSalvage;,-25.5,35.25,9.281,pass
Ordovii,$USS_Type_WeaponsFire;,129.40625,108.84375,69.40625,pass
Orisala,$USS_Type_Aftermath;,-84.59375,1.8125,-88,pass
Ossian,$USS_Type_Aftermath;,69.25,-102.906,-100.094,pass
Ossian,$USS_Type_Salvage;,69.25,-102.906,-100.094,pass
Othel,$USS_Type_MissionTarget;,13.594,-93.594,2.469,pass
Oyas,$USS_Type_Convoy;,42.531,15.438,50.656,pass
Oyas,$USS_Type_DistressSignal;,42.53125,15.4375,50.65625,pass
Pareco,$USS_Type_VeryValuableSalvage;,-77.313,12.313,21.406,pass
Pathan,$USS_Type_Salvage;,-71.813,-51.5,-48.906,pass
Pauang,$USS_Type_Convoy;,-97.656,-92.813,-120.406,pass
Pauang,$USS_Type_Salvage;,-97.656,-92.813,-120.406,pass
Paul-Friedrichs Star,$USS_Type_Salvage;,-48.15625,34.3125,8.78125,pass
Pech Bean,$USS_Type_MissionTarget;,80.09375,-163.59375,-83.8125,pass
Pech Bean,$USS_Type_Salvage;,80.09375,-163.59375,-83.8125,pass
Pegasi Sector WE-W a3-0,$USS_Type_Salvage;,-130.906,-31.781,-79.531,pass
Pegasi Sector WE-W a3-0,$USS_Type_ValuableSalvage;,-130.906,-31.781,-79.531,pass
Penglai,$USS_Type_Salvage;,41.375,19.09375,2.8125,pass
Penglai,$USS_Type_ValuableSalvage;,41.375,19.09375,2.8125,pass
Peregrina,$USS_Type_Convoy;,-24.9375,-80.59375,-184.34375,pass
Peregrina,$USS_Type_ValuableSalvage;,-24.938,-80.594,-184.344,pass
Peregrina,$USS_Type_VeryValuableSalvage;,-24.938,-80.594,-184.344,pass
Petra,$USS_Type_Salvage;,14.938,-60.344,66.969,pass
Petra,$USS_Type_WeaponsFire;,14.938,-60.344,66.969,pass
Phra Mool,$USS_Type_Salvage;,25.063,-19.969,58.875,pass
Phrasika,$USS_Type_WeaponsFire;,-26.844,-100.469,57.844,pass
Piscium Sector BG-W a2-0,$USS_Type_Salvage;,-54.625,-32.031,-63.031,pass
Piscium Sector YF-N a7-1,$USS_Type_DistressSignal;,-38.5,-39.375,-12.906,pass
Piscium Sector YF-N a7-1,$USS_Type_Salvage;,-38.5,-39.375,-12.906,pass
Piscium Sector YF-N a7-1,$USS_Type_WeaponsFire;,-38.5,-39.375,-12.906,pass
Plaa Eurk RW-G b39-1,$USS_Type_Salvage;,-1403.594,291.531,-220.813,pass
Pleiades Sector AA-Z b0,$USS_Type_NonHuman;,-92.719,-165.875,-406.594,pass
Pleiades Sector AB-N b7-0,$USS_Type_NonHuman;,-54.1875,-140.40625,-269.75,pass
Pleiades Sector AB-N b7-1,$USS_Type_NonHuman;,-57.34375,-136.125,-270.59375,pass
Pleiades Sector AB-N b7-2,$USS_Type_NonHuman;,-60.531,-142.031,-270.875,pass
Pleiades Sector AB-W b2-3,$USS_Type_NonHuman;,-137.281,-121.375,-379.75,pass
Pleiades Sector AB-W b2-4,$USS_Type_NonHuman;,-137.5625,-118.25,-380.4375,pass
Pleiades Sector AB-W b2-4,$USS_Type_NonHuman;,-137.563,-118.25,-380.438,pass
Pleiades Sector AB-W b2-4,$USS_Type_Salvage;,-137.563,-118.25,-380.438,pass
Pleiades Sector AF-A d37,$USS_Type_NonHuman;,-61.6875,-143.09375,-435.625,pass
Pleiades Sector AG-N b7-0,$USS_Type_NonHuman;,-24.90625,-106.4375,-278.59375,pass
Pleiades Sector AH-L b8-0,$USS_Type_NonHuman;,-132.875,-128.938,-259.969,pass
Pleiades Sector AL-O b6-0,$USS_Type_NonHuman;,-60.469,-184.844,-301.906,pass
Pleiades Sector AL-O b6-1,$USS_Type_NonHuman;,-58.156,-180.406,-300.594,pass
Pleiades Sector AL-O b6-2,$USS_Type_NonHuman;,-63.71875,-184.125,-304.375,pass
Pleiades Sector AL-X c1-0,$USS_Type_NonHuman;,-103.625,-62.53125,-380.875,pass
PLEIADES SECTOR AL-X C1-7,$USS_Type_NonHuman;,-71.53125,-61.375,-351.46875,pass
Pleiades Sector AM-L b8-0,$USS_Type_NonHuman;,-99.406,-125,-262.844,pass
Pleiades Sector AM-L b8-0,$USS_Type_NonHuman;,-99.40625,-125,-262.84375,pass
Pleiades Sector AM-L b8-0,$USS_Type_ValuableSalvage;,-99.406,-125,-262.844,pass
Pleiades Sector AQ-O b6-0,$USS_Type_NonHuman;,-23.875,-162,-300.0625,pass
Pleiades Sector AQ-O b6-2,$USS_Type_NonHuman;,-24.625,-146.625,-300.75,pass
Pleiades Sector AR-L b8-0,$USS_Type_NonHuman;,-62.375,-104.188,-264.438,pass
Pleiades Sector AR-L b8-1,$USS_Type_NonHuman;,-59.188,-101.75,-261.969,pass
Pleiades Sector AR-L b8-2,$USS_Type_NonHuman;,-58.125,-99.75,-261.5,pass
Pleiades Sector AW-M b7-1,$USS_Type_NonHuman;,-95.75,-164.781,-272.469,pass
PLEIADES SECTOR BA-Z B1,$USS_Type_NonHuman;,-73.5,-178.75,-413,pass
Pleiades Sector BB-N b7-0,$USS_Type_NonHuman;,-41.71875,-141.71875,-284.875,pass
Pleiades Sector BB-N b7-3,$USS_Type_NonHuman;,-33.656,-128.969,-271,pass
Pleiades Sector BG-O b6-1,$USS_Type_NonHuman;,-68.96875,-193.25,-295.5,pass
Pleiades Sector BG-X c1-10,$USS_Type_NonHuman;,-127.063,-92.906,-384.375,pass
Pleiades Sector BL-O b6-2,$USS_Type_NonHuman;,-37.21875,-173.40625,-296.09375,pass
Pleiades Sector BL-X c1-7,$USS_Type_NonHuman;,-44.75,-61.125,-351.53125,pass
PLEIADES SECTOR BM-L B8-1,$USS_Type_NonHuman;,-81.9375,-123.8125,-264.15625,pass
PLEIADES SECTOR BM-L B8-3,$USS_Type_NonHuman;,-82.03125,-113.53125,-258.28125,pass
Pleiades Sector BM-L b8-3,$USS_Type_NonHuman;,-82.03125,-113.53125,-258.28125,pass
Pleiades Sector BQ-X b1-0,$USS_Type_NonHuman;,-66.59375,-126.78125,-387.90625,pass
Pleiades Sector BQ-X b1-1,$USS_Type_Salvage;,-70.84375,-130.34375,-393.4375,pass
Pleiades Sector BQ-Y c1,$USS_Type_Convoy;,-117.75,-165.375,-394.03125,pass
Pleiades Sector BQ-Y c1,$USS_Type_NonHuman;,-117.75,-165.375,-394.03125,pass
Pleiades Sector BQ-Y c10,$USS_Type_NonHuman;,-105.719,-175.75,-407.813,pass
PLEIADES SECTOR BQ-Y D46,$USS_Type_NonHuman;,-76.375,-73.53125,-346.15625,pass
Pleiades Sector BQ-Y d68,$USS_Type_NonHuman;,-119.21875,-59.46875,-359.75,pass
Pleiades Sector BV-Y c3,$USS_Type_ValuableSalvage;,-54.1875,-129.03125,-395.53125,pass
Pleiades Sector BW-M b7-0,$USS_Type_NonHuman;,-84.313,-162.531,-284.656,pass
Pleiades Sector BW-M b7-1,$USS_Type_NonHuman;,-84.563,-161.438,-282.281,pass
Pleiades Sector CB-N b7-0,$USS_Type_NonHuman;,-24.625,-139.1875,-280.90625,pass
Pleiades Sector CB-N b7-1,$USS_Type_NonHuman;,-23.344,-134.125,-273.156,pass
PLEIADES SECTOR CB-N B7-3,$USS_Type_NonHuman;,-17.65625,-130.875,-283,pass
Pleiades Sector CB-N b7-3,$USS_Type_NonHuman;,-17.656,-130.875,-283,pass
Pleiades Sector CB-W b2-0,$USS_Type_DistressSignal;,-103.75,-120.469,-380.625,pass
PLEIADES SECTOR CB-W B2-3,$USS_Type_NonHuman;,-93.5625,-119.46875,-382.40625,pass
Pleiades Sector CB-X c1-11,$USS_Type_Salvage;,-178.5,-129.96875,-355.625,pass
Pleiades Sector CH-L b8-0,$USS_Type_NonHuman;,-88.71875,-131.15625,-246.15625,pass
Pleiades Sector CL-O b6-2,$USS_Type_NonHuman;,-9.5625,-173.9375,-302.5625,pass
Pleiades Sector CL-Y d26,$USS_Type_NonHuman;,-174.344,-127.969,-371.938,pass
Pleiades Sector CL-Y d29,$USS_Type_NonHuman;,-161.5,-161,-373.281,pass
Pleiades Sector CL-Y d50,$USS_Type_NonHuman;,-161.281,-134.031,-375.281,pass
Pleiades Sector CQ-X b1-2,$USS_Type_NonHuman;,-63,-144.0625,-389.21875,pass
Pleiades Sector CQ-Y c2,$USS_Type_NonHuman;,-73.313,-182.781,-388.438,pass
PLEIADES SECTOR CQ-Y C3,$USS_Type_NonHuman;,-92.625,-145.15625,-397.53125,pass
Pleiades Sector CW-M b7-1,$USS_Type_NonHuman;,-46,-160.344,-281.281,pass
Pleiades Sector CW-M b7-2,$USS_Type_NonHuman;,-50.344,-159.469,-277.281,pass
Pleiades Sector CW-U b3-2,$USS_Type_NonHuman;,-46.688,-60.063,-361.188,pass
Pleiades Sector DB-W b2-1,$USS_Type_NonHuman;,-65.5625,-118.875,-378.90625,pass
Pleiades Sector DB-X c1-12,$USS_Type_NonHuman;,-110.656,-141.625,-384.75,pass
PLEIADES SECTOR DB-X C1-5,$USS_Type_NonHuman;,-106.9375,-138.25,-380.40625,pass
Pleiades Sector DB-X c1-9,$USS_Type_NonHuman;,-118.281,-134.75,-360,pass
Pleiades Sector DG-X b1-1,$USS_Type_NonHuman;,-107.438,-169.969,-389.281,pass
Pleiades Sector DG-X b1-2,$USS_Type_NonHuman;,-105.688,-172.563,-396.563,pass
Pleiades Sector DG-X c1-11,$USS_Type_NonHuman;,-49.25,-70.4375,-360.8125,pass
Pleiades Sector DG-X c1-11,$USS_Type_NonHuman;,-49.25,-70.438,-360.813,pass
Pleiades Sector DG-X c1-11,$USS_Type_Salvage;,-49.25,-70.438,-360.813,pass
Pleiades Sector DG-X c1-11,$USS_Type_ValuableSalvage;,-49.25,-70.438,-360.813,pass
Pleiades Sector DH-L b8-0,$USS_Type_NonHuman;,-83.9375,-139.96875,-261.25,pass
PLEIADES SECTOR DL-Y C6,$USS_Type_NonHuman;,-141.9375,-191.125,-410.875,pass
Pleiades Sector DL-Y d18,$USS_Type_NonHuman;,-71.5,-178.406,-416.969,pass
Pleiades Sector DL-Y d20,$USS_Type_NonHuman;,-100.25,-179.688,-424.125,pass
Pleiades Sector DL-Y d21,$USS_Type_NonHuman;,-112.875,-178.875,-411.8125,pass
Pleiades Sector DL-Y d21,$USS_Type_NonHuman;,-112.875,-178.875,-411.813,pass
PLEIADES SECTOR DL-Y D25,$USS_Type_NonHuman;,-123.9375,-168.96875,-400.46875,pass
PLEIADES SECTOR DL-Y D29,$USS_Type_NonHuman;,-66.96875,-151.5,-376.6875,pass
Pleiades Sector DL-Y d29,$USS_Type_NonHuman;,-66.96875,-151.5,-376.6875,pass
PLEIADES SECTOR DL-Y D34,$USS_Type_NonHuman;,-116.59375,-142.75,-357.90625,pass
Pleiades Sector DL-Y d34,$USS_Type_NonHuman;,-116.59375,-142.75,-357.90625,pass
Pleiades Sector DL-Y d35,$USS_Type_NonHuman;,-101.40625,-158.78125,-393.4375,pass
Pleiades Sector DL-Y d39,$USS_Type_NonHuman;,-101.09375,-134.40625,-384.1875,pass
Pleiades Sector DL-Y d45,$USS_Type_NonHuman;,-118.563,-146.438,-374.438,pass
Pleiades Sector DL-Y d47,$USS_Type_NonHuman;,-87.969,-177.094,-364.969,pass
Pleiades Sector DL-Y d47,$USS_Type_ValuableSalvage;,-87.969,-177.094,-364.969,pass
Pleiades Sector DL-Y d51,$USS_Type_DistressSignal;,-101,-153.719,-352.531,pass
Pleiades Sector DL-Y d51,$USS_Type_NonHuman;,-101,-153.71875,-352.53125,pass
Pleiades Sector DL-Y d51,$USS_Type_NonHuman;,-101,-153.719,-352.531,pass
Pleiades Sector DL-Y d52,$USS_Type_NonHuman;,-119.625,-167.5625,-354.53125,pass
Pleiades Sector DL-Y d56,$USS_Type_NonHuman;,-77.906,-173.406,-395.469,pass
Pleiades Sector DL-Y d56,$USS_Type_NonHuman;,-77.90625,-173.40625,-395.46875,pass
Pleiades Sector DL-Y d58,$USS_Type_NonHuman;,-84.46875,-131.375,-373.28125,pass
PLEIADES SECTOR DL-Y D59,$USS_Type_NonHuman;,-85.5625,-140.625,-360.71875,pass
Pleiades Sector DL-Y d59,$USS_Type_NonHuman;,-85.5625,-140.625,-360.71875,pass
Pleiades Sector DL-Y d59,$USS_Type_NonHuman;,-85.563,-140.625,-360.719,pass
Pleiades Sector DL-Y d61,$USS_Type_NonHuman;,-78.78125,-109.5625,-354.3125,pass
PLEIADES SECTOR DL-Y D62,$USS_Type_NonHuman;,-92.21875,-107.59375,-358.75,pass
Pleiades Sector DL-Y d65,$USS_Type_NonHuman;,-83.281,-151.406,-347.188,pass
Pleiades Sector DL-Y d65,$USS_Type_NonHuman;,-83.28125,-151.40625,-347.1875,pass
Pleiades Sector DL-Y d65,$USS_Type_Salvage;,-83.281,-151.406,-347.188,pass
Pleiades Sector DL-Y d65,$USS_Type_ValuableSalvage;,-83.281,-151.406,-347.188,pass
